name,material_type,seating_type,speed,height,length,num_inversions,manufacturer,park,status,,
Corkscrew,Steel,Sit Down,74,21,381,2,Arrow,Silverwood Theme Park,status.operating,,
Timber Terror,Steel,Sit Down,89,26,823,0,CCI,Silverwood Theme Park,status.operating,,
Tiny Toot,Steel,Sit Down,,,,0,Zamperla,Silverwood Theme Park,status.operating,,
Looping Star,Steel,Sit Down,77,25,592,1,Schwarzkopf,Bobbejaanland,status.closed.definitely,,
Klondike Gold Mine,Steel,Sit Down,,11,365,1,Pinfari,Drayton Manor,status.closed.definitely,,
Demon,Steel,Sit Down,,,,1,Arrow,Kings Island,status.closed.definitely,,
Wilde Maus,Steel,Sit Down,,,,0,Maurer,Europark,status.closed.definitely,,
R2000,Steel,Sit Down,,,,0,na,Foire,status.operating,,
Turbo coaster,Steel,Sit Down,,11,365,1,Pinfari,Brighton pier,status.operating,,
Crazy mouse,Steel,Sit Down,46,13,420,0,Reverchon,Brighton pier,status.operating,,
Soak'd,Steel,Suspended,,,360,0,Premier Rides,Freestyle Music Park,status.closed.definitely,,
Iron Horse,Steel,Sit Down,,16,680,0,Vekoma,Freestyle Music Park,status.closed.definitely,,
Maximum RPM!,Steel,Sit Down,,,,0,Premier Rides,Freestyle Music Park,status.closed.definitely,,
Time Machine,Steel,Sit Down,105,46,1139,6,B&M,Freestyle Music Park,status.closed.definitely,,
Coccinelle,Steel,Sit Down,26,3,60,0,Zierer,Walibi Belgium,status.closed.temporarily,,
Achtbaan,Steel,Sit Down,,,,0,Zierer,De Valkenier,status.operating,,
Wacky Worm,Steel,Sit Down,,,,0,na,Vluchtheuvel,status.closed.definitely,,
Jubilé,Steel,Sit Down,,,,0,Pinfari,Plopsaland,status.closed.definitely,,
Star Wars,Steel,Sit Down,,14,140,0,Chance Rides,Parc Avenue,status.closed.definitely,,
City Jet,Steel,Sit Down,,,,0,SBF,Parc Avenue,status.closed.definitely,,
Big Apple,Steel,Sit Down,,,,0,na,Parc Avenue,status.closed.definitely,,
Aéronaval,Steel,Suspended,,,,0,na,Parc Avenue,status.closed.definitely,,
Magic Pomme,Steel,Sit Down,,,,0,Pinfari,Foire,status.unknown,,
La Souris verte,Steel,Sit Down,54,13,,0,Zamperla,Parc Saint Paul,status.operating,,
Big Thunder Mountain,Steel,Sit Down,60,,,0,Vekoma,Tokyo Disneyland,status.operating,,
Roller Coaster,Steel,Sit Down,,,,0,S.D.C.,Foire,status.unknown,,
Behemoth,Steel,Sit Down,124,70,1621,0,B&M,Canada's Wonderland,status.operating,,
Dragon Coaster,Steel,Sit Down,,,,0,Zamperla,Everland,status.operating,,
Eagle Fortress,Steel,Suspended,,,,0,Arrow,Everland,status.closed.definitely,,
Herky & Timmy's Racing Coaster,Steel,Sit Down,,,,0,Vekoma,Everland,status.operating,,
Rolling X-Train,Steel,Sit Down,,,,0,Arrow,Everland,status.operating,,
Karlo's Taxi,Steel,Sit Down,,,,0,SBF,Djurs Sommerland,status.closed.definitely,,
Thor's Hammer,Steel,Sit Down,,,,0,Gerstlauer,Djurs Sommerland,status.operating,,
Piraten,Steel,Sit Down,90,32,755,0,Intamin,Djurs Sommerland,status.operating,,
Mick Doohan's Motocoaster,na,Motorbike,72,7,605,0,Intamin,Dreamworld,status.operating,,
Boomerang,Steel,Sit Down,76,36,285,3,Vekoma,Siam Park City,status.operating,,
Loop the Loop,Steel,Sit Down,,,,0,na,Siam Park City,status.operating,,
Vortex,Steel,Inverted,,,,0,Vekoma,Siam Park City,status.operating,,
Family Banana Coaster,Steel,Sit Down,,,,0,Senyo Kogyo,Yokohama Cosmoworld,status.operating,,
Galaxy Orbiter,Steel,Spinning,,,,0,Gerstlauer,Galaxyland Amusement Park,status.operating,,
Garden Express,Steel,Sit Down,,,,0,na,Leolandia,status.closed.definitely,,
Thriller,Steel,Sit Down,,,,0,Pinfari,Leolandia,status.closed.definitely,,
Mine Train,Steel,Sit Down,,,,0,Zamperla,PowerPark,status.operating,,
Surfrider,Steel,Sit Down,48,21,70,0,Intamin,Wet'n'Wild Water World,status.operating,,
Pandemonium,Steel,Spinning,50,16,412,0,Gerstlauer,Six Flags St Louis,status.operating,,
Fahrenheit,Steel,Sit Down,93,37,823,6,Intamin,Hersheypark,status.operating,,
Mammut,Wooden,Sit Down,90,30,860,0,Holzbau Cordes,Tripsdrill,status.operating,,
Elliott,Steel,Sit Down,,,,0,na,Foire,status.unknown,,
Big Apple,Steel,Sit Down,,,,0,na,Foire,status.operating,,
Le Cobra,Steel,Sit Down,,,,0,na,Foire,status.unknown,,
Mammut,Steel,Sit Down,50,14,1030,0,Vekoma,Gardaland,status.operating,,
Grand Huit,Steel,Sit Down,50,11,335,0,Pinfari,Foire,status.operating,,
Salama,Steel,Sit Down,60,17,420,0,Maurer,Linnanmäki,status.operating,,
Cobra,Steel,Inverted,65,21,400,3,Sartori,Tivoli Friheden,status.operating,,
Ravine Flyer II,Hybrid,Sit Down,91,24,884,0,Gravity Group,Waldameer,status.operating,,
Dive Coaster,Steel,Floorless,112,60,,0,B&M,Chimelong Paradise,status.operating,,
Kawasemi,Steel,Sit Down,87,32,750,0,Intamin,Tobu Zoo Park,status.operating,,
Mount Rocky Coaster,Steel,Sit Down,74,35,868,0,na,Tobu Zoo Park,status.closed.definitely,,
Family coaster,Steel,Sit Down,,,,0,na,Walygator Parc,status.operating,,
Bat coaster,Steel,Inverted,70,20,400,2,Pinfari,Antibesland,status.relocated,,
Mouse trap,Steel,Spinning,47,13,420,0,Reverchon,Pleasurewood Hills,status.closed.definitely,,
Boomerang,Steel,Sit Down,76,36,285,3,Vekoma,Zygo park,status.closed.definitely,,
Tarzungle,Steel,Sit Down,32,6,200,0,Zierer,Zygo park,status.closed.definitely,,
BMRX,Steel,Sit Down,70,27,786,0,Schwarzkopf,Kobe Portopialand,status.closed.definitely,,
Possessed,Steel,Sit Down,113,55,215,0,Intamin,Dorney Park,status.operating,,
Double Loop,Steel,Sit Down,80,29,720,2,Schwarzkopf,Kobe Portopialand,status.closed.definitely,,
Munich Autobahn,Steel,Bobsleigh,,,,0,Mack,Kobe Portopialand,status.closed.definitely,,
African Big Apple,Steel,Sit Down,,,,0,Pinfari,West Midlands Safari Park,status.operating,,
Rhino Coaster,Steel,Sit Down,46,13,335,0,Vekoma,West Midlands Safari Park,status.operating,,
Wall's Twister Ride,Steel,Sit Down,47,13,420,0,Reverchon,West Midlands Safari Park,status.operating,,
Boomerang,Steel,Sit Down,76,36,285,3,Vekoma,Pleasure Island,status.operating,,
Mini Mine Train,Steel,Sit Down,,,,0,Vekoma,Pleasure Island,status.operating,,
Crazy Loop,Steel,Sit Down,,,,1,Pinfari,Flamingo Land Theme Park and Zoo,status.closed.definitely,,
Crazy Loop,Steel,Sit Down,,,,1,Pinfari,Pleasure Island,status.closed.definitely,,
Grand 8,Steel,Sit Down,,,,0,Pinfari,Walibi Belgium,status.closed.definitely,,
Big Apple,Steel,Sit Down,,,,0,Pinfari,Botton's Pleasure Beach,status.operating,,
Queen Bee,Steel,Inverted,22,7,125,0,Pinfari,Botton's Pleasure Beach,status.operating,,
Rockin Roller,Steel,Sit Down,,15,,0,Fabbri,Botton's Pleasure Beach,status.operating,,
Runaway Train,Steel,Sit Down,,,,0,na,Botton's Pleasure Beach,status.operating,,
Storm,Steel,Sit Down,,11,325,0,Pinfari,Botton's Pleasure Beach,status.closed.definitely,,
Jack Rabbit,Steel,Sit Down,,16,396,0,Miler Coaster,Celebration City,status.closed.definitely,,
Ozark Wildcat,Wooden,Sit Down,72,24,793,0,GCI,Celebration City,status.closed.definitely,,
Thunderbolt,Steel,Sit Down,,,,0,na,Celebration City,status.closed.definitely,,
Firehawk,Steel,Flying,81,35,1018,0,Vekoma,Kings Island,status.closed.definitely,,
Comet,Wooden,Sit Down,40,11,396,0,Philadelphia Toboggan Coaster,Waldameer,status.operating,,
Ravine Flyer 3,Steel,Sit Down,,,,0,E&F Miler Industries,Waldameer,status.operating,,
Steel Dragon,Steel,Spinning,60,16,424,0,Maurer,Waldameer,status.operating,,
Bront'O'Ring,Steel,Sit Down,,2,,0,DAL,Movieland Park,status.operating,,
Batman,Steel,Sit Down,,10,,0,Fabbri,Malmö Folkets Park,status.closed.definitely,,
Jumbo Jet,Steel,Sit Down,,,,0,Schwarzkopf,Malmö Folkets Park,status.closed.definitely,,
Kålmasken,Steel,Sit Down,,,,0,na,Malmö Folkets Park,status.closed.definitely,,
Batman,Steel,Sit Down,,10,,0,Fabbri,Furuvik,status.relocated,,
Lilla Bergbanan,Steel,Sit Down,,,,0,na,Furuvik,status.operating,,
Superloopen,Steel,Sit Down,,,,1,Pinfari,Furuvik,status.closed.definitely,,
Clone Zone,Steel,Suspended,,,,0,Caripro,The Milky Way Adventure Park,status.operating,,
Cosmic Typhoon,Steel,Sit Down,,11,366,0,D.P.V. Rides,The Milky Way Adventure Park,status.operating,,
Soopa Loopa,Steel,Sit Down,,,,2,Soquet,Lightwater Valley,status.closed.definitely,,
Twin Looper,Steel,Sit Down,,,,2,Soquet,American Adventure Theme Park,status.closed.definitely,,
Tic-Tac Tornado,Steel,Sit Down,,,,2,Soquet,Silesian Amusement Park,status.operating,,
Pony Express,Steel,Motorbike,60,13,400,0,Zamperla,Knott's Berry Farm,status.operating,,
Compact Coaster,Steel,Sit Down,50,13,288,0,L&T Systems,Vinpearl Land Nha Trang,status.operating,,
Montanha Russa,Steel,Sit Down,,,,0,Vekoma,Fantasy Place,status.closed.definitely,,
Dum-Dum,Steel,Sit Down,,,,0,Beto Carrero World,Beto Carrero World,status.operating,,
Tigor Mountain,Steel,Sit Down,,,,0,Vekoma,Beto Carrero World,status.operating,,
Star Mountain,Steel,Sit Down,64,23,732,2,Vekoma,Beto Carrero World,status.operating,,
Hexenbesen,Steel,Suspended,,,,0,na,Rodelparadies Wasserkuppe,status.operating,,
Topozorro,Steel,Sit Down,,,,0,Pinfari,Cavallino Matto,status.operating,,
Wacky Race,Steel,Sit Down,,,,0,Zamperla,Leolandia,status.operating,,
Hot Tamales,Steel,Sit Down,23,4,60,0,L&T Systems,Casino Pier,status.operating,,
Star Jet,Steel,Sit Down,,16,,0,Miler Coaster,Casino Pier,status.closed.definitely,,
Wild Mouse,Steel,Sit Down,,,,0,E&F Miler Industries,Casino Pier,status.closed.definitely,,
Achterbahn,Steel,Sit Down,,,,0,SBF,Trampoline,status.closed.definitely,,
Avatar Airbender,Steel,Sit Down,,,,0,Intamin,Nickelodeon Universe,status.operating,,
Barnyard Barnstormer,Steel,Sit Down,,,,0,Zamperla,Nickelodeon Universe,status.operating,,
Fairly Odd Coaster,Steel,Spinning,50,17,410,0,Gerstlauer,Nickelodeon Universe,status.operating,,
Orange Streak,Steel,Sit Down,48,18,817,0,Zierer,Nickelodeon Universe,status.operating,,
SpongeBob SquarePants Rock Bottom Plunge,Steel,Sit Down,,20,410,2,Gerstlauer,Nickelodeon Universe,status.operating,,
Dark Knight,Steel,Sit Down,,,370,0,Mack,Six Flags Great America,status.operating,,
Dark Knight,Steel,Sit Down,,,370,0,Mack,Six Flags New England,status.closed.definitely,,
Dark Knight,Steel,Sit Down,,,370,0,Mack,Six Flags Great Adventure,status.operating,,
Dominator,Steel,Floorless,105,48,1283,5,B&M,Kings Dominion,status.operating,,
Dangai,Steel,Stand Up,80,30,800,1,Togo,Thrill Valley,status.closed.definitely,,
Gambit,Steel,Inverted,81,32,821,5,B&M,Thrill Valley,status.closed.definitely,,
Kiddy Shuttle,Steel,Sit Down,,,,0,Togo,Thrill Valley,status.closed.definitely,,
Mad Classic,Steel,Sit Down,,,,0,na,Thrill Valley,status.closed.definitely,,
SL Coaster,Steel,Sit Down,,,,0,na,Thrill Valley,status.closed.definitely,,
Goliath,Steel,Inverted,80,32,823,5,B&M,Six Flags Fiesta Texas,status.operating,,
Hang Ten,Steel,Sit Down,35,9,207,0,Vekoma,Freestyle Music Park,status.closed.definitely,,
Thunderhawk,Steel,Inverted,80,33,689,5,Vekoma,Michigan's Adventure,status.operating,,
Pandemonium,Steel,Spinning,50,16,412,0,Gerstlauer,Six flags Over Texas,status.operating,,
Pandemonium,Steel,Spinning,50,16,412,0,Gerstlauer,Six Flags Discovery Kingdom,status.relocated,,
Troublesome Trucks,Steel,Sit Down,,,,0,Gerstlauer,Drayton Manor,status.operating,,
Looping,Steel,Sit Down,,,,1,Soquet,Parc Saint Paul,status.closed.definitely,,
Pomme,Steel,Sit Down,,,,0,DAL,Parc Saint Paul,status.operating,,
Lynet,Steel,Sit Down,80,20,540,2,Gerstlauer,Farup Sommerland,status.operating,,
Speedy Gonzales,Steel,Sit Down,34,6,135,0,L&T Systems,Parc du Bocasse,status.operating,,
Train de Mine,Steel,Sit Down,,,,0,Soquet,Parc du Bocasse,status.operating,,
Bocasse Express,Steel,Sit Down,,,,0,Soquet,Parc du Bocasse,status.closed.definitely,,
Dragon des Sortilèges (le),Steel,Sit Down,,,,0,Mack,Mirapolis,status.closed.definitely,,
Miralooping,Steel,Sit Down,65,30,,4,Vekoma,Mirapolis,status.closed.definitely,,
Grand Huit,Steel,Sit Down,,,,0,S.D.C.,Mirapolis,status.closed.definitely,,
Atomic Coaster,Steel,Sit Down,80,38,265,1,Meisho Amusement Machines,Japan Monkey Park,status.closed.definitely,,
Highway Coaster,Steel,Sit Down,75,26,830,0,Senyo Kogyo,Japan Monkey Park,status.operating,,
Go! Go! Banana Coaster,Steel,Sit Down,,,,0,Senyo Kogyo,Japan Monkey Park,status.operating,,
Monkey Coaster,Steel,Sit Down,,9,400,0,Senyo Kogyo,Japan Monkey Park,status.operating,,
Looping Star,Steel,Sit Down,77,25,592,1,Schwarzkopf,Freizeipark Kirchhorst,status.closed.definitely,,
Looping Star,Steel,Sit Down,77,25,592,1,Schwarzkopf,Southport Pleasureland,status.closed.definitely,,
Looping Star,Steel,Sit Down,77,25,592,1,Schwarzkopf,Parque de Atracciones de Madrid,status.closed.definitely,,
Katapult,Steel,Sit Down,,18,,1,Schwarzkopf,Parque de Atracciones de Madrid,status.closed.definitely,,
7 Picos,Steel,Sit Down,,14,460,0,Schwarzkopf,Parque de Atracciones de Madrid,status.closed.definitely,,
Jet Star,Steel,Sit Down,50,14,538,0,Schwarzkopf,Parque de Atracciones de Madrid,status.closed.definitely,,
Achterbahn,Steel,Sit Down,,,,0,na,Freizeipark Kirchhorst,status.closed.definitely,,
Marienkäferbahn,Steel,Sit Down,36,8,360,0,Zierer,Freizeipark Kirchhorst,status.closed.definitely,,
Alpina Bobs,Steel,Sit Down,50,14,538,0,Schwarzkopf,Holly Park,status.closed.definitely,,
Moonsault Scramble,Steel,Sit Down,,75,,4,Meisho Amusement Machines,Fuji-Q Highland,status.closed.definitely,,
Big Bend,Steel,Sit Down,84,25,877,0,Schwarzkopf,Six flags Over Texas,status.closed.definitely,,
Big Bend,Steel,Sit Down,84,25,877,0,Schwarzkopf,Six Flags St Louis,status.closed.definitely,,
Stampida (Blue),Wooden,Sit Down,74,26,953,0,CCI,Port Aventura,status.operating,,
Speedy Bob (Right),Steel,Sit Down,45,14,370,0,Mack,Bobbejaanland,status.operating,,
Cop Car Chase (2),Steel,Sit Down,,,610,2,Intamin,Movie Park Germany,status.closed.definitely,,
Lightning Racer (Lightning),Wooden,Sit Down,82,27,1036,0,GCI,Hersheypark,status.operating,,
Vleermuis (Left),Steel,Suspended,,,,0,Caripro,Plopsaland,status.relocated,,
Aftershock,Steel,Sit Down,106,58,367,3,Vekoma,Silverwood Theme Park,status.operating,,
Express,Steel,Sit Down,,,,0,Soquet,Fraispertuis City,status.relocated,,
Bayern Express,Steel,Sit Down,43,,600,0,Soquet,Nigloland,status.relocated,,
Rolling Thunder Mine Train,Steel,Sit Down,43,,600,0,Soquet,Genting Theme Park,status.closed.definitely,,
Montaña Rusa,Steel,Sit Down,,,,0,na,Tivoli World,status.operating,,
Montaña Rusa Infantil,Steel,Sit Down,,,,0,na,Tivoli World,status.operating,,
Tokaido,Steel,Sit Down,40,7,195,0,na,Tivoli World,status.operating,,
Cilgin Kopekbaligi,Steel,Sit Down,,,,0,SBF,Cevahir Mall,status.operating,,
Dragon Challenge : Hungarian Horntail,Steel,Inverted,89,38,975,5,B&M,Universal Studios Islands of Adventure,status.closed.definitely,,
Mega Looping Bahn,Steel,Sit Down,65,30,,4,Vekoma,Spree-Park,status.closed.definitely,,
4 Man Bob,Steel,Sit Down,,7,,0,Zierer,Trentham,status.closed.definitely,,
4 Man Bob,Steel,Sit Down,,7,,0,Zierer,Alton Towers,status.closed.definitely,,
Four Man Bob,Steel,Sit Down,,7,,0,Zierer,Pleasure Island,status.closed.definitely,,
Flying Trapese,Steel,Sit Down,,7,,0,Zierer,Flamingo Land Theme Park and Zoo,status.closed.definitely,,
Thunderbolt,Steel,Sit Down,,7,,0,Zierer,Grove Land,status.closed.definitely,,
Cyclone,Steel,Sit Down,,,,0,na,Grove Land,status.closed.definitely,,
Cyber Space,Steel,Sit Down,,,,0,Barbisan,Grove Land,status.closed.definitely,,
Jammin,Steel,Sit Down,,,,0,Barbisan,Frontierland Family Theme Park,status.closed.definitely,,
Runaway Mine Train,Steel,Sit Down,,,,0,Barbisan,M&D Scotland's Theme Park,status.operating,,
Texas Tornado,Steel,Sit Down,,,914,0,Harry G Traver,Frontierland Family Theme Park,status.closed.definitely,,
Cyclone,Steel,Sit Down,,,,0,Pinfari,Blackpool Pleasure Beach,status.closed.definitely,,
Stampede,Steel,Sit Down,,,,0,Pinfari,Frontierland Family Theme Park,status.closed.definitely,,
Sky Was Roller Coaster,Steel,Sit Down,,,,0,Pinfari,Brean Leisure Park,status.closed.definitely,,
Runaway Mine Train,Steel,Sit Down,,,,0,na,Frontierland Family Theme Park,status.closed.definitely,,
Rattler,Steel,Sit Down,,,,0,Pinfari,Frontierland Family Theme Park,status.closed.definitely,,
Anaconda,Steel,Sit Down,48,11,250,0,L&T Systems,Zoo de Granby,status.operating,,
T Express,Wooden,Sit Down,104,56,1641,0,Intamin,Everland,status.operating,,
Cyclone,Wooden,Sit Down,,29,914,0,Harry G Traver,Crystal Beach,status.closed.definitely,,
Backety-Back Scenic Railway,Wooden,Sit Down,16,,,0,John H. Brown,Crystal Beach,status.closed.definitely,,
Comet,Steel,Sit Down,89,29,1279,0,Philadelphia Toboggan Coaster,Crystal Beach,status.closed.definitely,,
Figure 8,Steel,Sit Down,,,,0,T. M. Harton,Crystal Beach,status.closed.definitely,,
Flitzer,Steel,Sit Down,,,,0,Zierer,Crystal Beach,status.closed.definitely,,
Flying Coaster,Steel,Sit Down,,4,,0,Schiff,Crystal Beach,status.closed.definitely,,
Galaxi,Steel,Sit Down,,,,0,S.D.C.,Crystal Beach,status.closed.definitely,,
Giant Coaster,Steel,Sit Down,,18,801,0,T. M. Harton,Crystal Beach,status.closed.definitely,,
Little Dipper,Steel,Sit Down,,,,0,Herschell,Crystal Beach,status.closed.definitely,,
Wild Mouse,Steel,Sit Down,,,,0,na,Crystal Beach,status.closed.definitely,,
Stingray,Steel,Flying,75,34,370,2,Vekoma,Suzhou Giant Wheel Park,status.closed.definitely,,
Indianer-Achterbahn,Steel,Sit Down,35,5,128,0,Zierer,Heide Park,status.operating,,
Moto Coaster,Steel,Motorbike,61,13,365,0,Zamperla,Darien Lake,status.operating,,
Kaninus,Steel,Sit Down,26,3,60,0,Zierer,Bonbon-Land,status.closed.definitely,,
Zonga,Steel,Sit Down,87,35,1120,4,Schwarzkopf,Six Flags Discovery Kingdom,status.closed.definitely,,
Thriller,Steel,Sit Down,87,35,1120,4,Schwarzkopf,Gröna Lund,status.closed.definitely,,
Texas Tornado,Steel,Sit Down,87,35,1120,4,Schwarzkopf,Six Flags AstroWorld,status.closed.definitely,,
Bayside Coaster,Steel,Sit Down,,,,0,Meisho Amusement Machines,Onokoro,status.closed.definitely,,
Super LS Coaster,Steel,Sit Down,78,,740,3,Meisho Amusement Machines,Kijima Amusement Park,status.operating,,
Mine Express,Steel,Sit Down,46,13,335,0,Vekoma,Lihpao Land,status.operating,,
Mega Coaster,Steel,Sit Down,82,,,2,Togo,Hamanako Pal Pal,status.operating,,
Potts Blitz,Steel,Sit Down,39,9,222,0,Zierer,Potts Park,status.operating,,
Wild Thing,Steel,Sit Down,,,,3,Arrow,Wild Waves Theme Park,status.operating,,
Loop Corkscrew,Steel,Sit Down,,,,3,Arrow,Rocky Point Park,status.closed.definitely,,
Tidal Wave,Steel,Sit Down,76,36,285,3,Vekoma,Trimper's Rides,status.operating,,
Klondike Gold Rusher,Steel,Sit Down,,12,,0,Zamperla,Wild Waves Theme Park,status.operating,,
Big Roller Coaster,Steel,Sit Down,,14,460,0,Mondial,Foire,status.operating,,
Timberhawk: Ride of Prey,Steel,Sit Down,81,23,793,0,S&S,Wild Waves Theme Park,status.operating,,
Kiddie Coaster,Steel,Sit Down,,,,0,Zamperla,Wild Waves Theme Park,status.operating,,
Astropax 18,Steel,Sit Down,,,,1,Pax,VVC Wheel Park,status.operating,,
Wilde Maus,Steel,Sit Down,,,,0,Maurer,Attrapark,status.closed.definitely,,
Rodeo,Steel,Sit Down,,8,160,0,Pax,VVC Wheel Park,status.closed.definitely,,
Götterblitz,Steel,Sit Down,60,16,480,0,Mack,Familypark,status.operating,,
Pendelbahn Flic-Flac,Steel,Sit Down,,6,,0,Heege Freizeittechnik,Familypark,status.closed.definitely,,
Woody's Children's Roller Coaster,Steel,Sit Down,,,,0,Cavazza Diego,Funland Amusement Park,status.operating,,
Super Dragon,Steel,Sit Down,25,5,,0,Pinfari,Funland Amusement Park,status.operating,,
Klondike Gold Mine,Steel,Sit Down,,11,365,1,Pinfari,Funland Amusement Park,status.operating,,
Wild Mouse,Steel,Sit Down,,,,0,na,Funland Amusement Park,status.closed.definitely,,
Zyclone,Steel,Sit Down,,,,0,na,Funland Amusement Park,status.closed.definitely,,
Roller Skater,Steel,Sit Down,35,9,207,0,Vekoma,Kijima Amusement Park,status.operating,,
Dragon,Steel,Sit Down,,,,0,Zamperla,Kijima Amusement Park,status.operating,,
Jupiter,Steel,Sit Down,,,1600,0,Intamin,Kijima Amusement Park,status.operating,,
Gold Rush,Steel,Sit Down,45,13,523,0,na,Kijima Amusement Park,status.operating,,
Rolling Thunder,Steel,Sit Down,,,,0,Carl Miler,Tahoe Amusement Park,status.operating,,
Le Grand Huit,Steel,Sit Down,,,,0,Pinfari,Walibi Rhône Alpes,status.closed.definitely,,
Crossbow,Steel,Sit Down,64,17,384,0,Zierer,Bowcraft Playland,status.operating,,
Sooper Jet,Steel,Sit Down,,,,0,Wisdom Rides,Trimper's Rides,status.operating,,
Comet,Steel,Sit Down,,,,0,Wisdom Rides,Sir Gooney's Family Fun Center,status.operating,,
Comet,Steel,Sit Down,,,,0,Wisdom Rides,Planet Fun,status.closed.definitely,,
